stock_item_name,stock_item_code,check
신흥에스이씨,243840,0
올리패스,244460,0
EDGC,245620,0
TS인베스트먼트,246690,0
티앤알바이오팹,246710,0
아스타,246720,0
이노테라피,246960,0
에코프로비엠,247540,0
나노씨엠에스,247660,0
보라티알,250000,0
모비스,250060,0
예선테크,250930,0
와이엠티,251370,0
브이원텍,251630,0
펌텍코리아,251970,0
세화피앤씨,252500,0
샘씨엔에스,252990,0
스튜디오드래곤,253450,0
네오셈,253590,0
수젠텍,253840,0
자비스,254120,0
SG,255220,0
야스,255440,0
한독크린텍,256150,0
포인트엔지니어링,256630,0
한국비엔씨,256840,0
케이피에스,256940,0
명성티엔에스,257370,0
실리콘투,257720,0
이더블유케이,258610,0
소프트캠프,258790,0
세종메디칼,258830,0
엠플러스,259630,0
알리코제약,260660,0
씨티케이,260930,0
에스앤디,260970,0
덴티스,261200,0
차백신연구소,261780,0
에이프로,262260,0
아이퀘스트,262840,0
디케이앤디,263020,0
유틸렉스,263050,0
샘코,263540,0
덕우전자,263600,0
디알젬,263690,0
케어랩스,263700,0
디앤씨미디어,263720,0
펄어비스,263750,0
유에스티,263770,0
데이타솔루션,263800,0
상신전자,263810,0
지니언스,263860,0
휴온스블러썸,263920,0
유비쿼스,264450,0
씨앤지하이테크,264660,0
이랜시스,264850,0
AP시스템,265520,0
영화테크,265560,0
엔에프씨,265740,0
나인테크,267320,0
배럴,267790,0
매일유업,267980,0
셀리버리,268600,0
시스웍,269620,0
지엔원에너지,270520,0
에브리봇,270660,0
뉴트리,270870,0
케이엔제이,272110,0
이녹스첨단소재,272290,0
와이즈버즈,273060,0
와이엠텍,273640,0
켄코아에어로스페이스,274090,0
에스에스알,275630,0
제주맥주,276730,0
린드먼아시아,277070,0
인산가,277410,0
레인보우로보틱스,277810,0
티에스아이,277880,0
천보,278280,0
노터스,278650,0
미디어젠,279600,0
레이크머티리얼즈,281740,0
코윈테크,282880,0
카이노스메드,284620,0
노바텍,285490,0
나노브릭,286750,0
제이시스메디칼,287410,0
브릿지바이오테라퓨틱스,288330,0
에스퓨얼셀,288620,0
아이스크림에듀,289010,0
SV인베스트먼트,289080,0
자이언트스텝,289220,0
대유에이피,290120,0
휴네시온,290270,0
대유,290380,0
코리아센터,290510,0
신도기연,290520,0
디케이티,290550,0
엘앤씨바이오,290650,0
네오펙트,290660,0
대보마그네틱,290670,0
소룩스,290690,0
푸드나무,290720,0
액트로,290740,0
엔피,291230,0
압타머사이언스,291650,0
카카오게임즈,293490,0
나우IB,293580,0
압타바이오,293780,0
이오플로우,294090,0
레몬,294140,0
쿠콘,294570,0
서남,294630,0
씨에스베어링,297090,0
알로이스,297570,0
HB솔루션,297890,0
에스씨엠생명과학,298060,0
에이비엘바이오,298380,0
더네이쳐홀딩스,298540,0
하나기술,299030,0
더블유에스아이,299170,0
셀리드,299660,0
위지윅스튜디오,299900,0
베스파,299910,0
플리토,300080,0
라온피플,300120,0
바이브컴퍼니,301300,0
이노메트리,302430,0
리메드,302550,0
지니틱스,303030,0
이노뎁,303530,0
솔트룩스,304100,0
피플바이오,304840,0
마이크로디지탈,305090,0
에스제이그룹,306040,0
네온테크,306620,0
아이엘사이언스,307180,0
원바이오젠,307280,0
국전약품,307750,0
상상인이안1호스팩,307870,0
컴퍼니케이,307930,0
바이젠셀,308080,0
까스텔바작,308100,0
오하임아이엔티,309930,0
애니플러스,310200,0
한국제8호스팩,310870,0
네오크레마,311390,0
천랩,311690,0
에이에프더블류,312610,0
유안타제4호스팩,313750,0
윌링스,313760,0
지놈앤컴퍼니,314130,0
바이오다인,314930,0
딥노이드,315640,0
케이비17호스팩,317030,0
라닉스,317120,0
TS트릴리온,317240,0
한화에스비아이스팩,317320,0
덕산테코피아,317330,0
캐리소프트,317530,0
퀀타매트릭스,317690,0
슈프리마아이디,317770,0
에스피시스템스,317830,0
대모,317850,0
엔바이오니아,317870,0
한국바이오젠,318000,0
팜스빌,318010,0
포인트모바일,318020,0
비비씨,318410,0
현대무벡스,319400,0
피에스케이,319660,0
윈텍,320000,0
프로이천,321260,0
티움바이오,321550,0
와이더플래닛,321820,0
티라유텍,322180,0
오로스테크놀로지,322310,0
제이엘케이,322510,0
코퍼스코리아,322780,0
이베스트이안스팩1호,323210,0
엠에프엠코리아,323230,0
신영스팩5호,323280,0
케이비제18호스팩,323940,0
박셀바이오,323990,0
RF머트리얼즈,327260,0
미래에셋대우스팩3호,328380,0
상상인이안제2호스팩,329560,0
위더스제약,330350,0
네패스아크,330860,0
케이비제19호스팩,330990,0
포커스에이치엔에스,331380,0
교보9호스팩,331520,0
셀레믹스,331920,0
대신밸런스제7호스팩,332290,0
아이디피,332370,0
와이팜,332570,0
하나금융14호스팩,332710,0
신한제6호스팩,333050,0
일승,333430,0
엔시스,333620,0
프레스티지바이오로직스,334970,0
프리시젼바이오,335810,0
IBKS제12호스팩,335870,0
비올,335890,0
유안타제5호스팩,336060,0
대신밸런스제8호스팩,336570,0
SK5호스팩,337450,0
브랜드엑스코퍼레이션,337930,0
뷰노,338220,0
아이비김영,339950,0
하이제5호스팩,340120,0
SK6호스팩,340350,0
다보링크,340360,0
한화플러스제1호스팩,340440,0
티앤엘,340570,0
유일에너테크,340930,0
하나금융15호스팩,341160,0
케이비제20호스팩,342550,0
하나금융16호스팩,343510,0
신영스팩6호,344050,0
센코,347000,0
케이프이에스제4호,347140,0
라이프시맨틱스,347700,0
피엔케이피부임상연구센타,347740,0
핌스,347770,0
알체라,347860,0
엠투아이,347890,0
모비릭스,348030,0
고바이오랩,348150,0
넥스틴,348210,0
위드텍,348350,0
엔켐,348370,0
이베스트스팩5호,349720,0
IBKS제14호스팩,351320,0
이삭엔지니어링,351330,0
IBKS제13호스팩,351340,0
씨앤씨인터내셔널,352480,0
씨앤투스성진,352700,0
클리노믹스,352770,0
오비고,352910,0
인바이오,352940,0
에이치엠씨제5호스팩,353060,0
에이치엠씨제4호스팩,353070,0
휴럼,353190,0
미래에셋대우스팩 5호,353490,0
이지바이오,353810,0
엔젠바이오,354200,0
교보10호스팩,355150,0
티엘비,356860,0
싸이버원,356890,0
에이치피오,357230,0
석경에이티,357550,0
아모센스,357580,0
솔브레인,357780,0
엔에이치스팩17호,359090,0
제노코,361390,0
삼영에스앤씨,361670,0
진시스템,363250,0
하나금융17호스팩,363260,0
큐라클,365270,0
엔에이치스팩18호,365590,0
신한제7호스팩,366330,0
플래티어,367000,0
DB금융스팩8호,367340,0
DB금융스팩9호,367360,0
유안타제7호스팩,367460,0
유안타제8호스팩,367480,0
한국9호스팩,368770,0
대신밸런스제9호스팩,369370,0
하나머스트7호스팩,372290,0
IBKS제15호스팩,373200,0
유진스팩6호,373340,0
엘비루셈,376190,0
씨유테크,376290,0
원티드랩,376980,0
맥스트,377030,0
프롬바이오,377220,0
하이제6호스팩,377400,0
리파인,377450,0
삼성스팩4호,377630,0
삼성머스트스팩5호,380320,0
지아이텍,382480,0
지앤비에스엔지니어링,382800,0
원준,382840,0
에코프로에이치엔,383310,0
한화플러스제2호스팩,386580,0
대신밸런스제10호스팩,387310,0
하나금융19호스팩,388220,0
IBKS제16호스팩,388790,0
유진스팩7호,388800,0
엔에이치스팩20호,391060,0
엔에이치스팩21호,391710,0
신한제8호스팩,393360,0
미투젠,950190,0
SBI핀테크솔루션즈,950110,0
JTC,950170,0
SNK,950180,0
엑세스바이오,950130,0
잉글우드랩,950140,0
코오롱티슈진,950160,0
네오이뮨텍(Reg.S),950220,0
소마젠,950200,0
골든센츄리,900280,0
씨케이에이치,900120,0
크리스탈신소재,900250,0
글로벌에스엠,900070,0
애머릿지,900100,0
